2761;180;176;224;land;false;mountain;1
2762;214;80;213;land;true;plains;1
2763;167;148;188;land;false;plains;1
2764;154;202;219;land;false;plains;1
2765;251;204;172;land;false;plains;1
2766;25;233;247;land;true;jungle;1
2767;185;188;227;land;true;plains;1
2768;196;151;246;land;false;plains;1
2769;247;150;161;land;false;mountain;1
2770;226;206;246;land;false;plains;1
2771;226;236;151;land;false;plains;1
2772;251;149;209;land;false;mountain;1
2773;161;250;254;land;true;plains;1
2774;204;186;233;land;true;plains;1
2775;185;217;250;land;false;plains;1
2776;165;182;195;land;false;plains;1
2777;122;186;198;land;false;plains;1
2778;76;223;208;land;false;mountain;1
2779;250;94;158;land;false;plains;1
2780;117;193;210;land;true;plains;1
2781;191;144;239;land;false;plains;1
2782;174;164;222;land;false;plains;1
2783;155;130;245;land;true;jungle;1
2784;245;152;250;land;true;plains;1
2785;96;168;249;land;true;plains;1
2786;183;142;245;land;false;plains;1
2787;234;186;139;land;true;plains;1
2788;251;66;212;land;true;plains;1
2789;122;158;243;land;false;plains;1
2790;191;228;138;land;false;plains;1
2791;81;180;250;land;false;mountain;1
2792;179;235;168;land;true;plains;1
2793;199;145;252;land;false;plains;1
2794;190;180;200;land;false;plains;1
2795;64;229;240;land;false;plains;1
2796;187;189;232;land;true;jungle;1
2797;124;197;206;land;false;plains;1
2798;130;199;178;land;true;jungle;1
2799;42;250;242;land;false;mountain;1
2800;136;230;240;land;false;plains;1
2801;155;229;238;land;false;plains;1
2802;254;197;162;land;true;plains;1
2803;225;136;244;land;true;plains;1
2804;159;232;171;land;false;desert;1
2805;238;228;51;land;false;plains;1
2806;109;168;254;land;false;plains;1
2807;245;245;193;land;false;plains;1
2808;9;242;253;land;true;plains;1
2809;246;116;170;land;false;mountain;1
2810;171;237;157;land;true;plains;1
2811;165;238;182;land;false;plains;1
2812;141;117;249;land;false;plains;1
2813;168;199;242;land;false;plains;1
2814;30;253;251;land;false;plains;1
2815;188;92;221;land;true;plains;1
2816;206;71;233;land;false;plains;1
2817;144;196;244;land;true;plains;1
2818;134;179;197;land;true;plains;1
2819;94;231;233;land;false;plains;1
2820;183;88;239;land;false;mountain;1
2821;201;222;108;land;false;plains;1
2822;93;199;224;land;false;mountain;1
2823;227;185;129;land;false;plains;1
2824;212;131;195;land;true;plains;1
2825;210;220;73;land;false;plains;1
2826;232;208;147;land;false;hills;1
2827;198;186;119;land;true;jungle;1
2828;226;177;243;land;false;plains;1
2829;206;219;159;land;true;plains;1
2830;223;226;116;land;false;mountain;1
2831;8;244;251;land;false;plains;1
2832;244;130;188;land;false;plains;1
2833;228;218;250;land;false;plains;1
2834;223;116;166;land;true;plains;1
2835;173;244;245;land;false;plains;1
2836;250;173;140;land;false;plains;1
2837;92;226;236;land;false;mountain;1
2838;184;158;179;land;true;plains;1
2839;238;166;241;land;false;plains;1
2840;248;170;110;land;false;hills;1
2841;218;244;182;land;false;mountain;1
2842;116;237;165;land;false;plains;1
2843;127;239;238;land;false;plains;1
2844;104;166;244;land;true;plains;1
2845;240;154;144;land;false;plains;1
2846;118;188;220;land;false;mountain;1
2847;228;243;173;land;true;plains;1
2848;224;195;213;land;false;plains;1
2849;200;221;235;land;false;plains;1
2850;230;89;213;land;false;plains;1
2851;62;252;198;land;false;mountain;1
2852;199;161;200;land;false;mountain;1
2853;215;180;210;land;false;plains;1
2854;78;234;252;land;false;plains;1
2855;176;166;208;land;false;hills;1
2856;29;234;238;land;false;plains;1
2857;205;75;225;land;true;plains;1
2858;222;207;127;land;false;plains;1
2859;243;57;246;land;false;mountain;1
2860;222;152;215;land;true;plains;1
2861;205;161;233;land;false;mountain;1
2862;162;214;232;land;false;mountain;1
2863;199;208;226;land;true;plains;1
2864;126;180;206;land;false;plains;1
2865;162;183;197;land;false;hills;1
2866;199;103;251;land;false;plains;1
2867;226;89;213;land;true;plains;1
2868;240;43;245;land;false;mountain;1
2869;179;237;155;land;false;plains;1
2870;168;144;205;land;false;plains;1
2871;93;205;244;land;false;plains;1
2872;168;183;209;land;true;plains;1
2873;222;243;73;land;false;plains;1
2874;242;115;205;land;false;plains;1
2875;244;250;220;land;true;plains;1
2876;102;212;207;land;false;plains;1
2877;219;181;174;land;false;plains;1
2878;189;176;136;land;false;plains;1
2879;186;111;249;land;true;plains;1
2880;180;191;203;land;false;plains;1
2881;219;138;170;land;false;plains;1
2882;113;249;169;land;true;plains;1
2883;98;174;236;land;false;mountain;1
2884;240;166;184;land;false;plains;1
2885;254;243;199;land;false;plains;1
2886;64;228;234;land;false;plains;1
2887;170;236;116;land;false;plains;1
2888;171;252;100;land;false;hills;1
2889;241;202;135;land;false;mountain;1
2890;188;228;254;land;false;plains;1
2891;230;147;219;land;false;plains;1
2892;164;212;143;land;false;hills;1
2893;87;221;219;land;false;plains;1
2894;187;239;159;land;false;plains;1
2895;216;131;177;land;false;plains;1
2896;186;204;186;land;false;desert;1
2897;244;199;136;land;false;plains;1
2898;235;197;71;land;false;plains;1
2899;251;198;162;land;true;plains;1
2900;66;208;235;land;false;plains;1
2901;87;243;217;land;false;plains;1
2902;214;214;191;land;false;plains;1
2903;160;183;226;land;true;plains;1
2904;126;186;235;land;true;plains;1
2905;172;171;187;land;false;plains;1
2906;175;223;112;land;false;plains;1
2907;223;70;233;land;false;plains;1
2908;117;239;173;land;false;plains;1
2909;230;149;179;land;true;mountain;1
2910;160;217;251;land;false;plains;1
2911;112;242;188;land;false;plains;1
2912;81;248;235;land;false;plains;1
2913;232;230;227;land;false;plains;1
2914;197;172;218;land;true;plains;1
2915;184;217;211;land;false;plains;1
2916;218;217;251;land;true;plains;1
2917;229;243;118;land;false;plains;1
2918;245;153;122;land;false;plains;1
2919;181;196;132;land;false;plains;1
2920;196;253;195;land;true;plains;1
2921;144;206;184;land;false;plains;1
2922;201;132;248;land;true;plains;1
2923;240;164;202;land;true;plains;1
2924;164;188;160;land;true;jungle;1
2925;227;54;225;land;true;plains;1
2926;252;210;58;land;false;plains;1
2927;198;225;233;land;true;plains;1
2928;136;175;223;land;true;plains;1
2929;188;179;175;land;false;plains;1
2930;201;227;98;land;false;plains;1
2931;143;226;248;land;false;plains;1
2932;204;75;231;land;false;desert;1
2933;177;254;83;land;false;plains;1
2934;237;176;246;land;false;plains;1
2935;249;116;231;land;true;plains;1
2936;241;205;197;land;false;plains;1
2937;161;225;122;land;false;mountain;1
2938;237;174;253;land;false;plains;1
2939;195;215;182;land;false;plains;1
2940;186;139;199;land;true;plains;1
2941;182;169;250;land;false;plains;1
2942;202;244;145;land;false;plains;1
2943;201;228;170;land;true;plains;1
2944;113;197;198;land;true;plains;1
2945;197;197;124;land;true;plains;1
2946;189;186;193;land;false;plains;1
2947;141;207;227;land;true;plains;1
2948;139;193;235;land;true;jungle;1
2949;210;204;240;land;false;plains;1
2950;194;84;242;land;true;plains;1
2951;196;109;204;land;false;plains;1
2952;205;111;231;land;true;plains;1
2953;129;227;168;land;true;plains;1
2954;140;231;242;land;true;plains;1
2955;177;227;220;land;true;plains;1
2956;168;234;223;land;false;plains;1
2957;105;245;229;land;true;plains;1
2958;188;253;70;land;true;plains;1
2959;177;177;215;land;false;plains;1
2960;10;241;252;land;false;plains;1
2961;170;244;135;land;false;plains;1
2962;219;168;134;land;false;plains;1
2963;226;212;241;land;false;plains;1
2964;247;229;138;land;false;plains;1
2965;220;69;235;land;false;plains;1
2966;244;92;230;land;false;plains;1
2967;147;245;202;land;false;desert;1
2968;226;231;63;land;false;plains;1
2969;159;103;253;land;false;plains;1
2970;162;169;202;land;false;plains;1
2971;245;253;194;land;false;plains;1
2972;226;186;250;land;true;plains;1
2973;220;189;174;land;true;plains;1
2974;121;222;219;land;true;plains;1
2975;198;110;247;land;false;plains;1
2976;217;139;212;land;true;plains;1
2977;221;172;185;land;false;plains;1
2978;159;247;127;land;true;plains;1
2979;184;206;243;land;true;plains;1
2980;206;215;119;land;false;plains;1
2981;193;178;224;land;false;plains;1
2982;220;246;108;land;false;plains;1
2983;150;216;222;land;true;plains;1
2984;136;230;225;land;false;plains;1
2985;218;220;210;land;true;jungle;1
2986;248;188;168;land;false;plains;1
2987;153;159;246;land;false;plains;1
2988;168;177;183;land;false;plains;1
2989;227;194;150;land;false;plains;1
2990;192;104;244;land;false;plains;1
2991;12;251;246;land;false;hills;1
2992;203;213;178;land;false;plains;1
2993;121;166;243;land;false;plains;1
2994;249;234;188;land;true;plains;1
2995;238;227;58;land;true;plains;1
2996;213;233;81;land;true;plains;1
2997;230;174;119;land;true;plains;1
2998;254;43;234;land;true;mountain;1
2999;216;176;161;land;false;plains;1
3000;140;236;162;land;false;plains;1
3001;134;235;230;land;false;hills;1
3002;143;220;220;land;false;plains;1
3003;49;223;254;land;true;plains;1
3004;250;46;207;land;true;plains;1
3005;244;239;226;land;false;plains;1
3006;155;221;228;land;false;plains;1
3007;107;216;212;land;false;plains;1
3008;193;167;228;land;false;plains;1
3009;146;252;178;land;true;plains;1
3010;237;157;158;land;false;plains;1
3011;234;139;134;land;false;plains;1
3012;246;220;112;land;true;plains;1
3013;218;140;245;land;true;plains;1
3014;135;174;200;land;false;plains;1
3015;195;206;207;land;false;hills;1
3016;194;236;172;land;false;plains;1
3017;141;225;207;land;false;mountain;1
3018;97;240;212;land;false;plains;1
3019;211;212;180;land;true;plains;1
3020;240;161;182;land;true;plains;1
3021;193;107;229;land;true;plains;1
3022;229;222;248;land;false;plains;1
3023;185;236;209;land;false;plains;1
3024;204;249;68;land;true;plains;1
3025;195;122;242;land;false;plains;1
3026;237;212;71;land;false;plains;1
3027;239;233;146;land;true;plains;1
3028;201;219;232;land;true;plains;1
3029;172;229;143;land;false;plains;1
3030;216;62;229;land;true;plains;1
3031;183;163;168;land;false;mountain;1
3032;190;249;126;land;false;plains;1
3033;217;241;53;land;true;plains;1
3034;175;240;104;land;false;plains;1
3035;235;159;115;land;false;plains;1
3036;160;225;156;land;false;mountain;1
3037;248;198;111;land;true;plains;1
3038;250;147;202;land;true;plains;1
3039;231;52;253;land;false;plains;1
3040;138;188;238;land;true;plains;1
3041;249;202;74;land;false;plains;1
3042;175;147;195;land;true;plains;1
3043;159;219;140;land;true;plains;1
3044;224;140;150;land;false;plains;1
3045;247;133;139;land;false;mountain;1
3046;173;244;220;land;true;plains;1
3047;136;198;201;land;true;plains;1
3048;182;215;179;land;false;mountain;1
3049;219;80;210;land;true;plains;1
3050;120;246;190;land;true;plains;1
3051;198;237;179;land;true;plains;1
3052;239;210;145;land;false;plains;1
3053;138;137;247;land;false;plains;1
3054;40;244;233;land;true;plains;1
3055;241;118;216;land;false;mountain;1
3056;195;226;195;land;false;plains;1
3057;151;206;148;land;true;plains;1
3058;221;236;82;land;false;plains;1
3059;238;241;131;land;true;plains;1
3060;242;206;201;land;false;mountain;1
3061;220;107;200;land;false;plains;1
3062;179;195;167;land;true;plains;1
3063;224;198;89;land;true;plains;1
3064;196;193;250;land;true;plains;1
3065;93;233;193;land;true;plains;1
3066;250;72;244;land;true;plains;1
3067;211;174;148;land;false;plains;1
3068;250;209;185;land;true;plains;1
3069;205;211;117;land;false;mountain;1
3070;183;135;223;land;true;plains;1
3071;197;119;211;land;false;plains;1
3072;161;131;215;land;false;plains;1
3073;250;155;103;land;false;mountain;1
3074;130;160;241;land;true;plains;1
3075;157;193;167;land;true;plains;1
3076;202;179;220;land;false;plains;1
3077;216;228;183;land;false;plains;1
3078;247;184;82;land;false;mountain;1
3079;198;199;160;land;false;mountain;1
3080;229;120;186;land;true;plains;1
3081;136;154;253;land;false;plains;1
3082;235;123;144;land;false;plains;1
3083;173;200;194;land;true;plains;1
3084;161;100;251;land;false;hills;1
3085;253;139;194;land;true;plains;1
3086;232;180;94;land;false;mountain;1
3087;152;231;220;land;false;plains;1
3088;239;235;112;land;false;plains;1
3089;240;194;197;land;false;plains;1
3090;28;229;251;land;false;mountain;1
3091;243;119;211;land;false;mountain;1
3092;48;215;241;land;true;plains;1
3093;172;174;206;land;false;plains;1
3094;151;152;227;land;false;plains;1
3095;204;253;72;land;false;plains;1
3096;89;232;243;land;false;plains;1
3097;206;221;80;land;true;plains;1
3098;254;198;194;land;false;plains;1
3099;216;150;252;land;false;plains;1
3100;145;194;205;land;false;mountain;1
3101;130;251;144;land;false;plains;1
3102;202;108;213;land;false;hills;1
3103;249;143;221;land;false;plains;1
3104;194;101;210;land;false;plains;1
3105;239;156;175;land;false;plains;1
3106;228;189;149;land;false;plains;1
3107;217;201;174;land;false;plains;1
3108;226;198;231;land;true;plains;1
3109;214;240;178;land;true;plains;1
3110;100;226;249;land;true;plains;1
3111;229;215;98;land;false;mountain;1
3112;248;155;221;land;false;mountain;1
3113;252;150;177;land;false;plains;1
3114;239;233;123;land;false;mountain;1
3115;183;168;181;land;false;plains;1
3116;168;154;227;land;false;plains;1
3117;176;154;183;land;false;plains;1
3118;136;242;165;land;false;plains;1
3119;80;199;222;land;false;plains;1
3120;226;238;120;land;false;plains;1
3121;229;169;137;land;false;plains;1
3122;215;118;170;land;false;plains;1
3123;209;227;118;land;true;plains;1
3124;118;197;234;land;false;mountain;1
3125;221;192;241;land;false;plains;1
3126;212;123;195;land;false;hills;1
3127;246;208;215;land;false;plains;1
3128;174;177;155;land;true;plains;1
3129;215;209;143;land;false;mountain;1
3130;227;158;123;land;true;plains;1
3131;140;204;232;land;false;mountain;1
3132;229;196;247;land;false;plains;1
3133;243;191;96;land;false;mountain;1
3134;219;86;217;land;false;plains;1
3135;248;189;200;land;false;plains;1
3136;155;238;242;land;false;urban;1
3137;245;234;245;land;false;plains;1
3138;191;129;242;land;false;mountain;1
3139;158;174;231;land;true;plains;1
3140;240;251;195;land;false;plains;1
3141;190;232;100;land;true;plains;1
3142;228;166;115;land;false;plains;1
3143;95;251;176;land;false;plains;1
3144;158;244;254;land;false;hills;1
3145;221;232;68;land;false;plains;1
3146;208;166;146;land;false;plains;1
3147;120;181;202;land;true;plains;1
3148;212;67;235;land;true;plains;1
3149;234;215;231;land;false;plains;1
3150;223;215;86;land;false;hills;1
3151;223;89;242;land;true;plains;1
3152;130;139;233;land;false;plains;1
3153;82;251;191;land;true;plains;1
3154;243;88;202;land;false;plains;1
3155;187;221;135;land;false;plains;1
3156;142;240;159;land;false;plains;1
3157;235;144;149;land;true;urban;1
3158;195;222;178;land;true;plains;1
3159;245;46;219;land;false;plains;1
3160;195;130;228;land;true;plains;1
3161;192;127;207;land;false;plains;1
3162;152;233;128;land;false;plains;1
3163;254;192;113;land;true;plains;1
3164;214;220;76;land;true;plains;1
3165;248;161;96;land;false;plains;1
3166;79;213;223;land;false;mountain;1
3167;209;243;169;land;true;plains;1
3168;210;218;190;land;false;plains;1
3169;185;203;237;land;true;plains;1
3170;148;237;206;land;false;plains;1
3171;130;228;153;land;false;plains;1
3172;59;199;243;land;false;hills;1
3173;224;102;196;land;false;plains;1
3174;252;225;56;land;false;plains;1
3175;211;89;236;land;false;plains;1
3176;197;141;175;land;false;plains;1
3177;203;198;222;land;true;urban;1
3178;253;67;223;land;false;urban;1
3179;243;74;187;land;true;plains;1
3180;217;251;248;land;false;hills;1
3181;223;94;185;land;true;plains;1
3182;235;230;247;land;true;plains;1
3183;211;147;146;land;true;plains;1
3184;222;217;239;land;true;plains;1
3185;214;225;166;land;true;urban;1
3186;227;83;212;land;true;plains;1
3187;238;233;140;land;false;desert;1
3188;244;240;165;land;true;plains;1
3189;227;213;126;land;false;plains;1
3190;94;253;203;land;false;plains;1
3191;182;239;224;land;false;hills;1
3192;146;141;239;land;true;plains;1
3193;243;110;177;land;true;plains;1
3194;213;239;146;land;true;marsh;1
3195;249;144;238;land;false;desert;1
3196;230;56;251;land;false;plains;1
3197;168;252;133;land;true;plains;1
3198;70;246;186;land;false;plains;1
3199;104;254;211;land;false;hills;1
3200;101;195;205;land;false;plains;1
3201;245;118;230;land;false;plains;1
3202;158;169;237;land;true;plains;1
3203;185;135;228;land;true;plains;1
3204;178;227;133;land;true;plains;1
3205;226;171;118;land;true;plains;1
3206;225;215;104;land;true;plains;1
3207;239;116;205;land;false;mountain;1
3208;224;229;224;land;true;plains;1
3209;198;189;228;land;true;plains;1
3210;193;248;158;land;false;hills;1
3211;241;249;38;land;false;hills;1
3212;199;85;234;land;false;plains;1
3213;209;211;237;land;true;plains;1
3214;246;154;178;land;false;plains;1
3215;249;146;165;land;false;plains;1
3216;174;250;224;land;false;plains;1
3217;189;191;231;land;false;desert;1
3218;120;243;231;land;false;mountain;1
3219;221;248;55;land;false;plains;1
3220;196;213;185;land;true;plains;1
3221;214;136;176;land;false;plains;1
3222;237;250;224;land;true;plains;1
3223;104;233;239;land;true;plains;1
3224;103;204;230;land;true;plains;1
3225;236;227;175;land;false;hills;1
3226;249;245;146;land;false;plains;1
3227;235;89;239;land;false;hills;1
3228;102;204;244;land;true;plains;1
3229;248;175;126;land;false;plains;1
3230;195;130;252;land;false;plains;1
3231;181;214;138;land;false;plains;1
3232;196;149;223;land;false;plains;1
3233;227;159;115;land;false;plains;1
3234;25;233;251;land;false;plains;1
3235;190;183;212;land;false;desert;1
3236;147;250;250;land;false;plains;1
3237;180;197;140;land;false;plains;1
3238;250;143;130;land;true;plains;1
3239;250;239;228;land;true;plains;1
3240;183;143;177;land;true;plains;1
3241;235;224;82;land;true;plains;1
3242;249;104;236;land;false;mountain;1
3243;220;253;194;land;false;plains;1
3244;228;112;210;land;false;plains;1
3245;230;143;209;land;false;desert;1
3246;98;199;211;land;false;plains;1
3247;245;235;51;land;false;plains;1
3248;192;172;204;land;false;plains;1
3249;205;138;250;land;false;plains;1
3250;193;80;254;land;false;desert;1
3251;254;252;65;land;false;plains;1
3252;178;245;117;land;true;plains;1
3253;171;172;244;land;true;plains;1
3254;252;138;132;land;false;mountain;1
3255;254;180;68;land;true;plains;1
3256;203;235;248;land;true;marsh;1
3257;187;215;139;land;true;plains;1
3258;127;254;167;land;false;plains;1
3259;184;165;241;land;false;desert;1
3260;236;140;178;land;false;plains;1
3261;238;241;205;land;false;plains;1
3262;232;250;193;land;true;plains;1
3263;201;222;230;land;false;desert;1
3264;110;241;253;land;false;plains;1
3265;56;243;209;land;true;plains;1
3266;246;167;236;land;false;mountain;1
3267;183;244;156;land;true;plains;1
3268;118;251;187;land;false;desert;1
3269;253;159;252;land;false;desert;1
3270;228;236;180;land;false;desert;1
3271;237;209;211;land;false;desert;1
3272;252;229;73;land;false;plains;1
3273;220;126;192;land;true;plains;1
3274;213;211;244;land;false;desert;1
3275;108;177;248;land;false;desert;1
3276;227;141;134;land;false;desert;1
3277;146;223;163;land;true;plains;1
3278;187;221;236;land;true;plains;1
3279;172;210;184;land;true;plains;1
3280;200;210;129;land;true;plains;1
3281;217;103;212;land;false;desert;1
3282;202;177;173;land;true;plains;1
3283;184;228;197;land;true;plains;1
3284;140;224;248;land;false;plains;1
3285;253;222;51;land;false;desert;1
3286;58;252;196;land;true;plains;1
3287;200;235;179;land;false;desert;1
3288;67;207;230;land;false;plains;1
3289;81;254;216;land;false;desert;1
3290;159;151;228;land;true;plains;1
3291;223;122;172;land;true;plains;1
3292;165;112;230;land;true;plains;1
3293;221;129;239;land;false;desert;1
3294;227;197;215;land;true;plains;1
3295;96;223;235;land;true;plains;1
3296;243;236;23;land;true;plains;1
3297;232;253;67;land;true;plains;1
3298;188;161;207;land;true;plains;1
3299;204;218;212;land;true;plains;1
3300;191;241;250;land;true;plains;1
3301;218;141;210;land;false;plains;1
3302;182;116;242;land;false;desert;1
3303;171;145;216;land;false;desert;1
3304;79;202;233;land;false;plains;1
3305;223;136;217;land;false;desert;1
3306;193;126;226;land;false;desert;1
3307;249;36;250;land;false;desert;1
3308;131;127;250;land;true;desert;1
3309;211;246;103;land;true;plains;1
3310;171;211;253;land;false;desert;1
3311;205;247;247;land;true;plains;1
3312;224;146;132;land;true;plains;1
3313;229;253;31;land;true;plains;1
3314;190;146;207;land;false;plains;1
3315;152;220;249;land;false;desert;1
3316;210;119;210;land;true;desert;1
3317;192;132;225;land;false;plains;1
3318;175;236;240;land;false;plains;1
3319;152;221;189;land;false;plains;1
3320;242;239;210;land;false;plains;1
3321;200;179;153;land;false;plains;1
3322;73;215;221;land;false;desert;1
3323;244;32;228;land;false;desert;1
3324;175;200;131;land;false;plains;1
3325;248;64;227;land;true;plains;1
3326;135;127;242;land;false;plains;1
3327;220;183;135;land;true;plains;1
3328;216;188;118;land;false;plains;1
3329;230;31;248;land;false;plains;1
3330;162;210;241;land;true;plains;1
3331;220;243;98;land;false;desert;1
3332;223;92;207;land;true;urban;1
3333;140;184;206;land;true;urban;1
3334;62;229;226;land;true;urban;1
3335;59;235;245;land;true;urban;1
3336;234;102;183;land;true;urban;1
3337;210;153;242;land;true;urban;1
3338;118;220;182;land;true;urban;1
3339;234;198;79;land;true;urban;1
3340;214;174;141;land;true;urban;1
3341;97;244;179;land;true;urban;1
3342;246;222;117;land;true;urban;1
3343;201;197;204;land;true;urban;1
3344;244;146;160;land;false;plains;1
3345;110;176;228;land;true;plains;1
3346;169;251;109;land;true;plains;1
3347;138;175;203;land;false;plains;1
3348;165;227;142;land;false;desert;1
3349;175;196;212;land;true;plains;1
3350;243;233;119;land;false;desert;1
3351;208;135;253;land;true;urban;1
3352;116;153;236;land;true;plains;1
3353;239;79;230;land;false;plains;1
3354;133;226;197;land;false;plains;1
3355;57;239;225;land;true;urban;1
3356;123;248;232;land;true;urban;1
3357;243;193;232;land;true;plains;1
3358;86;224;197;land;true;plains;1
3359;165;193;243;land;true;urban;1
3360;95;239;240;land;false;urban;1
3361;173;118;210;land;false;urban;1
3362;248;36;219;land;false;urban;1
3363;103;250;149;land;false;plains;1
3364;254;139;177;land;true;plains;1
3365;225;167;206;land;true;plains;1
3366;57;225;229;land;false;urban;1
3367;188;121;236;land;false;urban;1
3368;184;189;178;land;false;urban;1
3369;246;194;88;land;false;desert;1
3370;232;143;131;land;false;plains;1
3371;199;246;81;land;false;urban;1
3372;235;149;221;land;false;plains;1
3373;134;217;243;land;false;desert;1
3374;225;192;119;land;false;plains;1
3375;232;114;215;land;true;plains;1
3376;103;194;249;land;false;urban;1
3377;238;239;116;land;true;urban;1
3378;169;193;233;land;false;urban;1
3379;133;247;134;land;false;plains;1
3380;211;197;226;land;true;plains;1
3381;190;236;151;land;true;urban;1
3382;100;236;221;land;false;urban;1
3383;170;105;238;land;false;plains;1
3384;210;97;219;land;false;urban;1
3385;107;208;203;land;false;urban;1
3386;129;217;235;land;false;plains;1
3387;208;191;158;land;false;plains;1
3388;244;175;93;land;false;desert;1
3389;253;243;179;land;false;plains;1
3390;176;199;178;land;true;desert;1
3391;245;197;115;land;false;urban;1
3392;117;224;208;land;true;plains;1
3393;153;220;155;land;false;plains;1
3394;171;124;206;land;false;mountain;1
3395;89;245;221;land;false;urban;1
3396;213;219;214;land;false;urban;1
3397;167;201;198;land;false;urban;1
3398;109;238;226;land;false;plains;1
3399;149;161;219;land;false;urban;1
3400;220;47;236;land;false;urban;1
3401;254;218;133;land;false;plains;1
3402;254;172;79;land;true;plains;1
3403;217;169;254;land;true;mountain;1
3404;74;178;249;land;false;urban;1
3405;146;219;229;land;false;urban;1
3406;253;175;248;land;false;jungle;1
3407;64;250;227;land;false;jungle;1
3408;248;121;164;land;true;plains;1
3409;241;203;84;land;false;plains;1
3410;232;83;224;land;true;jungle;1
3411;214;171;137;land;false;mountain;1
3412;206;91;238;land;false;urban;1
3413;231;220;75;land;false;jungle;1
3414;210;218;81;land;false;jungle;1
3415;241;217;166;land;false;urban;1
3416;241;220;241;land;false;urban;1
3417;235;151;224;land;true;plains;1
3418;244;105;198;land;false;urban;1
3419;98;238;253;land;false;mountain;1
3420;126;218;221;land;false;urban;1
3421;169;142;254;land;false;jungle;1
3422;230;253;23;land;false;urban;1
3423;250;228;171;land;false;urban;1
3424;151;180;208;land;false;urban;1
3425;178;182;162;land;true;desert;1
3426;199;186;232;land;false;urban;1
3427;221;206;222;land;false;jungle;1
3428;159;241;130;land;false;plains;1
3429;246;195;156;land;false;urban;1
3430;192;124;244;land;false;plains;1
3431;199;175;141;land;false;plains;1
3432;93;232;227;land;true;plains;1
3433;178;141;195;land;true;plains;1
3434;85;248;192;land;false;urban;1
3435;54;235;246;land;false;mountain;1
3436;103;240;200;land;true;urban;1
3437;224;219;137;land;false;urban;1
3438;132;199;175;land;false;jungle;1
3439;86;252;254;land;true;plains;1
3440;249;104;172;land;true;desert;1
3441;192;202;113;land;false;urban;1
3442;124;152;248;land;false;urban;1
3443;168;252;209;land;false;urban;1
3444;18;241;243;land;false;urban;1
3445;209;153;223;land;false;urban;1
3446;233;98;200;land;true;plains;1
3447;229;206;231;land;true;desert;1
3448;221;173;250;land;false;mountain;1
3449;150;209;244;land;false;desert;1
3450;228;206;73;land;true;hills;1
3451;208;243;243;land;false;urban;1
3452;242;182;209;land;false;urban;1
3453;247;144;173;land;false;urban;1
3454;245;227;96;land;false;hills;1
3455;230;246;93;land;false;urban;1
3456;138;189;177;land;true;jungle;1
3457;109;218;214;land;false;plains;1
3458;198;116;226;land;true;desert;1
3459;229;248;164;land;false;jungle;1
3460;174;243;162;land;false;jungle;1
3461;237;77;207;land;true;urban;1
3462;235;221;115;land;false;urban;1
3463;229;83;233;land;false;urban;1
3464;117;235;161;land;false;jungle;1
3465;226;176;157;land;false;desert;1
3466;187;247;166;land;true;urban;1
3467;225;158;126;land;true;plains;1
3468;135;221;194;land;true;urban;1
3469;211;238;59;land;false;desert;1
3470;158;250;116;land;false;desert;1
3471;65;236;204;land;true;desert;1
3472;157;237;248;land;false;urban;1
3473;179;173;209;land;true;urban;1
3474;172;149;208;land;false;urban;1
3475;242;64;220;land;false;jungle;1
3476;212;199;200;land;true;urban;1
3477;120;254;242;land;false;desert;1
3478;212;89;243;land;false;jungle;1
3479;151;214;230;land;true;plains;1
3480;215;254;221;land;true;plains;1
3481;243;243;93;land;false;jungle;1
3482;166;174;253;land;false;jungle;1
3483;181;184;145;land;true;hills;1
3484;160;230;175;land;false;desert;1
3485;204;215;112;land;true;urban;1
3486;203;154;205;land;true;plains;1
3487;214;119;178;land;false;mountain;1
3488;150;193;232;land;true;plains;1
3489;239;37;247;land;true;plains;1
3490;121;224;163;land;false;hills;1
3491;99;208;243;land;true;urban;1
3492;254;149;222;land;true;urban;1
3493;199;101;219;land;false;jungle;1
3494;174;155;203;land;true;plains;1
3495;227;41;237;land;true;urban;1
3496;204;174;221;land;true;urban;1
3497;72;254;202;land;true;urban;1
3498;243;254;151;land;true;desert;1
3499;78;236;188;land;true;urban;1
3500;110;198;238;land;true;urban;1
3501;183;234;109;land;true;urban;1
3502;254;142;248;land;false;jungle;1
3503;242;254;111;land;true;plains;1
3504;202;194;214;land;false;desert;1
3505;160;228;193;land;true;desert;1
3506;224;112;253;land;false;jungle;1
3507;201;163;154;land;false;jungle;1
3508;248;99;236;land;true;plains;1
3509;45;245;234;land;false;jungle;1
3510;51;227;223;land;false;jungle;1
3511;179;126;229;land;true;desert;1
3512;241;244;120;land;false;desert;1
3513;231;126;221;land;false;jungle;1
3514;190;158;172;land;true;plains;1
3515;211;164;254;land;false;jungle;1
3516;141;245;129;land;true;plains;1
3517;127;154;243;land;true;hills;1
3518;254;136;218;land;false;desert;1
3519;144;176;242;land;false;jungle;1
3520;56;236;245;land;false;jungle;1
3521;53;224;234;land;false;jungle;1
3522;186;157;168;land;false;desert;1
3523;201;134;180;land;true;desert;1
3524;187;179;234;land;false;mountain;1
3525;184;195;235;land;false;plains;1
3526;212;203;171;land;false;jungle;1
3527;134;220;217;land;false;desert;1
3528;65;215;248;land;true;plains;1
3529;209;152;253;land;false;jungle;1
3530;103;210;240;land;false;jungle;1
3531;199;186;153;land;false;jungle;1
3532;222;36;253;land;true;plains;1
